#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
148,Georges Niang,CLE,82,22.3,9.4,3.5,7.7,44.9,1.8,4.8,37.6,0.6,0.7,85.0,0.3,3.1,3.4,1.2,0.4,0.2,0.9, 9.3
149,Brandin Podziemski,GSW,74,26.6,9.2,3.7,8.1,45.4,1.2,3.2,38.5,0.7,1.1,63.3,1.6,4.2,5.8,3.7,0.8,0.2,1.2, 13.7
150,Andrew Nembhard,IND,68,25.0,9.2,3.8,7.7,49.8,0.9,2.5,35.7,0.7,0.8,80.4,0.5,1.5,2.1,4.1,0.9,0.1,1.5, 10.9
151,Malaki Branham,SAS,75,21.3,9.2,3.6,8.4,43.2,1.2,3.6,34.7,0.7,0.8,87.3,0.4,1.6,2.0,2.1,0.4,0.1,1.2, 7.6
152,Chris Paul,GSW,58,26.4,9.2,3.6,8.1,44.1,1.3,3.6,37.1,0.7,0.9,82.7,0.3,3.6,3.9,6.8,1.2,0.1,1.3, 15.2
153,Duop Reath,POR,68,17.9,9.1,3.4,7.3,46.1,1.3,3.6,35.9,1.0,1.4,74.2,1.4,2.3,3.7,1.0,0.5,0.6,0.8, 9.7
154,Sam Hauser,BOS,79,22.0,9.0,3.2,7.1,44.6,2.5,5.9,42.4,0.2,0.2,89.5,0.6,2.9,3.5,1.0,0.5,0.3,0.4, 10.0
155,Taurean Prince,LAL,78,27.0,8.9,3.2,7.3,44.2,1.8,4.6,39.6,0.6,0.9,73.5,0.3,2.7,2.9,1.5,0.7,0.4,0.9, 9.3
156,Jabari Walker,POR,72,23.6,8.9,3.3,7.1,46.0,0.6,1.9,29.5,1.8,2.4,75.4,2.1,5.0,7.1,1.0,0.6,0.3,0.9, 12.5
157,Ausar Thompson,DET,63,25.1,8.8,3.7,7.6,48.3,0.3,1.8,18.6,1.1,1.9,59.7,2.0,4.3,6.4,1.9,1.1,0.9,1.3, 13.1
158,Terance Mann,LAC,75,25.0,8.8,3.4,6.6,51.5,0.9,2.7,34.8,1.1,1.3,83.2,1.2,2.2,3.4,1.6,0.6,0.2,0.6, 10.5
159,Al Horford,BOS,65,26.8,8.6,3.3,6.4,51.1,1.7,4.0,41.9,0.4,0.5,86.7,1.3,5.1,6.4,2.6,0.6,1.0,0.7, 15.2
160,Derrick Jones Jr.,DAL,76,23.5,8.6,3.1,6.5,48.3,1.1,3.1,34.3,1.3,1.8,71.3,1.1,2.2,3.3,1.0,0.7,0.7,0.9, 9.6
161,Dorian Finney-Smith,BKN,68,28.5,8.5,3.2,7.5,42.1,1.7,4.9,34.8,0.5,0.7,71.7,1.6,3.1,4.7,1.6,0.8,0.6,0.9, 10.7
162,Gradey Dick,TOR,60,21.1,8.5,3.2,7.4,42.5,1.5,4.0,36.5,0.7,0.9,86.3,0.5,1.8,2.2,1.1,0.6,0.0,0.8, 7.2
163,Bilal Coulibaly,WAS,63,27.2,8.4,3.0,6.9,43.5,1.0,2.9,34.6,1.5,2.1,70.2,0.9,3.2,4.1,1.7,0.9,0.8,1.4, 10.0
164,Andre Drummond,CHI,79,17.1,8.4,3.4,6.1,55.6,0.0,0.0,0.0,1.6,2.8,59.2,3.4,5.6,9.0,0.5,0.9,0.6,1.0, 14.5
165,Miles McBride,NYK,68,19.5,8.3,3.0,6.7,45.2,1.6,3.9,41.0,0.6,0.7,86.0,0.5,1.0,1.5,1.7,0.7,0.1,0.4, 8.0
166,Marcus Sasser,DET,71,19.0,8.3,3.1,7.2,42.8,1.3,3.4,37.5,0.8,0.9,87.9,0.2,1.6,1.8,3.3,0.6,0.2,1.3, 8.6
167,Isaiah Joe,OKC,78,18.5,8.2,2.8,6.2,45.8,1.9,4.5,41.6,0.6,0.7,86.5,0.4,1.9,2.3,1.3,0.6,0.3,0.6, 8.5
168,Kyle Lowry,PHI,60,28.2,8.1,2.7,6.3,43.2,1.6,4.2,39.2,1.1,1.3,84.0,0.6,2.7,3.2,4.2,1.0,0.4,1.4, 11.7
169,Walker Kessler,UTA,64,23.3,8.1,3.6,5.5,65.4,0.1,0.3,21.1,0.9,1.5,60.2,2.6,4.9,7.5,0.9,0.5,2.4,1.0, 15.9
170,Moses Moody,GSW,66,17.5,8.1,2.9,6.4,46.2,1.1,3.0,36.0,1.1,1.4,78.5,1.0,2.0,3.0,0.9,0.6,0.4,0.7, 8.5
171,Dario Šarić,GSW,64,17.2,8.0,2.8,6.1,46.6,1.2,3.1,37.6,1.2,1.5,84.9,1.1,3.3,4.4,2.3,0.5,0.2,1.2, 10.7
172,Nickeil Alexander-Walker,MIN,82,23.4,8.0,2.9,6.6,43.9,1.6,4.1,39.1,0.6,0.8,80.0,0.4,1.6,2.0,2.5,0.8,0.5,0.9, 9.0
173,Sam Merrill,CLE,61,17.5,8.0,2.6,6.4,40.2,2.3,5.8,40.4,0.4,0.5,92.9,0.4,1.6,2.0,1.8,0.3,0.1,0.3, 7.9
174,Trayce Jackson-Davis,GSW,68,16.6,7.9,3.4,4.9,70.2,0.0,0.0,0.0,1.1,1.9,56.1,2.0,3.0,5.0,1.2,0.4,1.1,0.7, 12.7
175,Jordan Hawkins,NOP,67,17.3,7.8,2.6,6.8,38.2,1.6,4.4,36.6,1.0,1.2,83.8,0.4,1.8,2.2,1.0,0.3,0.1,0.6, 6.5
176,Isaiah Hartenstein,NYK,75,25.3,7.8,3.1,4.9,64.4,0.0,0.0,33.3,1.5,2.1,70.7,3.3,5.1,8.3,2.5,1.2,1.1,1.2, 17.3
177,Royce O'Neale,PHX,79,24.7,7.7,2.7,6.8,39.7,2.0,5.3,37.0,0.3,0.4,68.6,0.8,4.0,4.8,2.8,0.7,0.6,0.9, 11.4
178,Precious Achiuwa,NYK,74,21.9,7.6,3.2,6.3,50.1,0.4,1.3,26.8,0.9,1.5,61.6,2.6,4.0,6.6,1.3,0.6,0.9,1.1, 12.2
179,Toumani Camara,POR,70,24.8,7.5,2.8,6.3,45.0,0.8,2.5,33.7,1.1,1.4,75.8,2.0,2.9,4.9,1.2,0.9,0.5,1.2, 10.1
180,Cameron Payne,PHI,78,16.7,7.4,2.7,6.2,43.2,1.3,3.4,39.0,0.7,0.9,86.6,0.3,1.2,1.5,2.6,0.5,0.1,0.8, 7.8
181,Christian Braun,DEN,82,20.2,7.3,2.7,5.9,46.0,0.8,2.0,38.4,1.1,1.6,69.4,1.0,2.8,3.7,1.6,0.5,0.4,0.7, 9.2
181,Paul Reed,PHI,82,19.4,7.3,3.2,5.9,54.0,0.3,0.7,36.8,0.7,1.0,71.8,2.4,3.6,6.0,1.3,0.8,1.0,0.8, 12.6
183,Jaden Hardy,DAL,73,13.5,7.3,2.7,6.6,40.7,1.1,3.1,36.2,0.8,1.0,77.6,0.3,1.5,1.8,1.5,0.3,0.1,0.8, 5.9
184,Trey Lyles,SAC,58,20.0,7.2,2.5,5.5,44.5,1.4,3.8,38.4,0.8,1.2,70.0,1.1,3.4,4.4,1.2,0.3,0.3,0.7, 9.4
185,James Wiseman,DET,63,17.3,7.1,3.0,4.8,61.3,0.0,0.0,0.0,1.1,1.6,70.6,1.7,3.6,5.3,0.9,0.2,0.6,1.0, 10.7
186,Naji Marshall,NOP,66,19.0,7.1,2.6,5.6,46.3,0.9,2.3,38.7,1.0,1.3,79.1,0.8,2.8,3.6,1.9,0.7,0.2,1.0, 9.3
187,Vasilije Micić,CHA,60,19.6,7.0,2.7,6.2,43.0,0.7,2.6,27.9,1.0,1.3,81.3,0.2,1.2,1.5,4.4,0.5,0.1,1.7, 8.1
188,Aaron Wiggins,OKC,78,15.7,6.9,2.7,4.8,56.2,0.8,1.6,49.2,0.7,0.9,78.9,0.8,1.6,2.4,1.1,0.7,0.2,0.7, 8.4
189,Trendon Watford,BKN,63,13.6,6.9,2.6,4.9,52.7,0.4,1.1,39.7,1.2,1.5,79.4,0.8,2.3,3.1,1.3,0.4,0.3,1.0, 8.2
190,Cason Wallace,OKC,82,20.6,6.8,2.6,5.4,49.1,1.2,2.9,41.9,0.4,0.5,78.4,0.6,1.6,2.3,1.5,0.9,0.5,0.5, 8.6
191,Julian Champagnie,SAS,74,19.8,6.8,2.2,5.4,40.8,1.4,3.7,36.5,1.0,1.2,81.5,0.6,2.2,2.8,1.4,0.6,0.6,0.8, 8.0
192,Day'Ron Sharpe,BKN,61,15.1,6.8,2.8,4.8,57.1,0.1,0.2,26.7,1.2,2.0,61.0,2.6,3.7,6.4,1.4,0.4,0.7,1.1, 11.7
193,Cedi Osman,SAS,72,17.6,6.8,2.6,5.3,47.9,1.2,3.1,38.9,0.5,0.7,67.3,0.3,2.2,2.5,1.7,0.5,0.2,0.7, 7.9
194,Jonathan Isaac,ORL,58,15.8,6.8,2.5,4.9,51.0,0.7,1.9,37.5,1.0,1.4,72.0,1.3,3.2,4.5,0.5,0.7,1.2,0.5, 10.4
195,Peyton Watson,DEN,80,18.6,6.7,2.6,5.6,46.5,0.6,1.9,29.6,0.9,1.3,67.0,0.7,2.5,3.2,1.1,0.5,1.1,0.7, 8.4
196,Amir Coffey,LAC,70,20.9,6.6,2.4,5.0,47.2,1.0,2.6,38.0,0.9,1.0,85.9,0.4,1.7,2.1,1.1,0.6,0.2,0.5, 7.3
197,Aaron Holiday,HOU,78,16.3,6.6,2.4,5.3,44.6,1.1,2.8,38.7,0.7,0.8,92.1,0.3,1.3,1.6,1.8,0.5,0.1,0.7, 6.9
198,David Roddy,PHX,65,18.1,6.5,2.5,6.3,40.3,0.7,2.5,29.3,0.7,1.0,69.1,0.8,2.4,3.2,1.2,0.4,0.2,0.9, 6.6
199,Jeff Green,HOU,78,16.8,6.5,2.1,4.7,45.6,0.7,2.1,33.1,1.6,1.9,81.9,0.6,1.7,2.3,0.9,0.2,0.4,0.6, 6.8
200,Kyle Anderson,MIN,79,22.6,6.4,2.5,5.5,46.0,0.1,0.6,22.9,1.2,1.7,70.8,0.8,2.7,3.5,4.2,0.9,0.6,1.2, 10.9
201,Isaiah Jackson,IND,60,12.9,6.4,2.6,3.9,66.5,0.0,0.1,0.0,1.2,1.7,71.6,1.6,2.4,4.0,0.8,0.6,1.0,0.7, 10.3
202,Daniel Theis,LAC,60,16.9,6.3,2.6,4.9,53.2,0.4,1.2,36.6,0.6,0.8,76.0,1.4,2.7,4.1,1.0,0.4,0.9,0.7, 9.4
203,Patrick Beverley,MIL,73,20.0,6.2,2.2,5.2,41.7,0.8,2.5,33.7,1.0,1.2,82.2,0.7,2.6,3.3,2.9,0.6,0.4,0.9, 9.2
204,Haywood Highsmith,MIA,66,20.7,6.1,2.3,5.0,46.5,1.2,2.9,39.6,0.3,0.5,63.9,1.0,2.2,3.2,1.1,0.8,0.5,0.5, 8.3
205,Kris Murray,POR,62,21.7,6.1,2.3,5.9,39.6,0.8,3.0,26.8,0.6,0.9,66.1,1.4,2.2,3.6,1.3,0.9,0.3,0.9, 7.4
206,Ochai Agbaji,TOR,78,21.1,5.8,2.3,5.6,41.1,0.8,2.7,29.4,0.5,0.7,66.1,0.9,1.8,2.8,1.1,0.6,0.6,0.8, 6.5
207,Dyson Daniels,NOP,61,22.3,5.8,2.3,5.1,44.7,0.7,2.2,31.1,0.6,0.9,64.2,1.0,2.9,3.9,2.7,1.4,0.4,1.0, 10.1
208,Larry Nance Jr.,NOP,61,19.9,5.7,2.3,4.0,57.3,0.4,1.1,41.5,0.8,1.0,77.0,1.5,3.5,5.0,1.9,1.0,0.3,0.8, 11.2
209,Pat Connaughton,MIL,76,22.1,5.6,2.0,4.6,43.5,1.1,3.1,34.5,0.6,0.8,75.9,0.7,2.5,3.1,2.1,0.5,0.3,0.6, 8.3
210,Malachi Flynn,DET,69,12.7,5.5,2.0,4.7,41.8,0.8,2.4,33.1,0.8,1.0,73.2,0.3,1.3,1.7,1.9,0.6,0.1,0.9, 5.8
211,Doug McDermott,IND,64,14.1,5.5,1.9,4.4,43.3,1.5,3.6,41.0,0.2,0.3,57.9,0.2,0.8,0.9,1.1,0.3,0.0,0.4, 4.7
212,Matisse Thybulle,POR,65,22.9,5.4,1.9,4.9,39.7,1.2,3.6,34.6,0.3,0.4,75.9,0.5,1.6,2.1,1.4,1.7,0.8,0.6, 7.8
213,Kris Dunn,UTA,66,18.9,5.4,2.2,4.7,47.0,0.6,1.7,36.9,0.3,0.5,68.8,0.8,2.1,2.9,3.8,1.0,0.4,1.2, 9.7
214,Nicolas Batum,PHI,60,25.5,5.3,1.9,4.3,45.3,1.2,3.1,39.5,0.3,0.4,71.4,1.2,3.0,4.1,2.1,0.8,0.6,0.7, 9.9
215,Luke Kornet,BOS,63,15.6,5.3,2.3,3.2,70.0,0.0,0.0,100,0.8,0.9,90.7,1.9,2.3,4.1,1.1,0.4,1.0,0.3, 10.5
216,Davion Mitchell,SAC,72,15.3,5.3,2.0,4.5,45.2,0.8,2.2,36.1,0.4,0.6,71.4,0.3,1.1,1.3,1.9,0.2,0.0,0.6, 5.5
217,Bryce McGowens,CHA,59,14.9,5.1,1.7,3.9,43.9,0.6,1.7,33.3,1.1,1.4,77.6,0.3,1.4,1.7,0.9,0.4,0.2,0.5, 5.2
218,Drew Eubanks,PHX,75,15.6,5.1,2.0,3.4,60.1,0.0,0.0,100,1.0,1.2,77.4,1.4,2.9,4.3,0.8,0.4,0.8,0.8, 8.9
219,Goga Bitadze,ORL,62,15.4,5.0,2.0,3.4,60.3,0.0,0.2,14.3,0.9,1.4,65.5,1.8,2.9,4.6,1.3,0.5,1.2,0.7, 10.0
220,Jevon Carter,CHI,72,13.9,5.0,1.9,5.1,37.8,1.1,3.3,32.9,0.1,0.1,57.1,0.2,0.7,0.8,1.3,0.5,0.2,0.5, 4.1
221,Garrison Mathews,ATL,66,15.0,4.9,1.6,3.4,45.6,1.3,2.9,44.0,0.5,0.6,81.0,0.3,1.1,1.4,0.6,0.3,0.1,0.3, 5.0
222,Kenrich Williams,OKC,69,14.9,4.7,1.9,4.1,46.8,0.8,2.0,39.7,0.1,0.2,50.0,0.9,2.1,3.0,1.3,0.6,0.1,0.5, 7.0
223,Josh Okogie,PHX,60,16.0,4.6,1.4,3.4,41.7,0.5,1.6,30.9,1.3,1.7,74.5,1.2,1.3,2.6,1.1,0.8,0.4,0.6, 6.4
224,Anthony Black,ORL,69,16.9,4.6,1.7,3.6,46.6,0.5,1.4,39.4,0.7,1.2,61.3,0.5,1.5,2.0,1.3,0.5,0.3,0.8, 5.6
225,Kevon Looney,GSW,74,16.1,4.5,1.9,3.1,59.7,0.0,0.0,0.0,0.8,1.1,67.5,1.9,3.7,5.7,1.8,0.4,0.4,0.7, 10.4
226,Blake Wesley,SAS,61,14.4,4.4,1.7,3.5,47.4,0.2,0.9,21.8,0.9,1.3,66.7,0.3,1.2,1.5,2.7,0.5,0.1,0.9, 6.1
227,Joe Ingles,ORL,68,17.2,4.4,1.5,3.3,43.6,1.0,2.4,43.5,0.4,0.5,82.4,0.3,1.8,2.1,3.0,0.6,0.1,1.0, 7.2
228,Jaxson Hayes,LAL,70,12.5,4.3,1.8,2.5,72.0,0.0,0.1,0.0,0.7,1.2,62.2,1.0,2.0,3.0,0.5,0.5,0.4,0.6, 7.0
229,Caleb Houstan,ORL,59,13.8,4.3,1.4,3.5,38.8,1.2,3.3,37.3,0.4,0.4,80.8,0.5,0.9,1.4,0.5,0.3,0.1,0.3, 4.0
230,Max Christie,LAL,67,14.1,4.2,1.5,3.6,42.7,0.6,1.8,35.6,0.5,0.7,78.3,0.2,1.9,2.1,0.9,0.3,0.3,0.5, 5.1
231,Troy Brown Jr.,DET,59,14.0,4.2,1.4,3.8,37.2,0.8,2.4,33.3,0.5,0.6,86.5,0.4,2.0,2.4,1.0,0.4,0.1,0.5, 5.1
232,Jae'Sean Tate,HOU,65,15.9,4.1,1.7,3.5,47.2,0.4,1.2,29.9,0.4,0.6,66.7,0.9,2.1,3.0,1.0,0.6,0.2,0.6, 6.3
233,Justin Holiday,DEN,58,14.9,4.0,1.5,3.3,45.4,0.9,2.3,40.4,0.1,0.1,75.0,0.2,1.1,1.2,1.2,0.6,0.2,0.2, 5.1
234,Jaylin Williams,OKC,69,13.0,4.0,1.4,3.3,41.7,0.8,2.1,36.8,0.5,0.6,80.5,0.5,2.9,3.4,1.6,0.4,0.4,0.5, 7.2
235,Chris Duarte,SAC,59,12.2,3.9,1.4,3.6,38.1,0.7,2.2,34.6,0.4,0.6,78.8,0.4,1.4,1.8,0.7,0.5,0.1,0.4, 4.3
236,KJ Martin,PHI,60,12.5,3.7,1.6,3.0,53.6,0.1,0.5,28.6,0.4,0.7,53.7,0.7,1.5,2.2,0.9,0.4,0.2,0.5, 5.1
237,Dwight Powell,DAL,63,13.3,3.3,1.1,1.7,67.9,0.0,0.0,33.3,1.0,1.4,70.8,1.5,1.9,3.4,1.3,0.4,0.3,0.5, 7.3
238,Zeke Nnaji,DEN,58,9.9,3.2,1.2,2.6,46.3,0.1,0.4,26.1,0.7,1.1,67.7,1.1,1.1,2.2,0.6,0.3,0.7,0.5, 4.7
239,JT Thor,CHA,63,12.4,3.2,1.3,2.9,43.7,0.4,1.3,34.6,0.2,0.3,55.0,0.7,1.6,2.3,0.5,0.2,0.4,0.2, 4.5
240,Dalen Terry,CHI,59,11.5,3.1,1.2,2.7,43.9,0.3,1.3,23.0,0.4,0.7,58.1,0.5,1.4,1.9,1.4,0.5,0.3,0.5, 4.8
