#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,Season
253,Franz Wagner,ORL,3,20.7,7.3,2.7,9,29.6,0,2.3,0,2,2.7,75,0.7,1.7,2.3,1.3,1,0,1.7,3.3,2024-25
253,Fred VanVleet,HOU,3,22.7,7.3,2,7.7,26.1,1.3,5.7,23.5,2,3.3,60,0.3,1.3,1.7,7.3,1,0.3,0.7,10,2024-25
253,Jordan McLaughlin,SAC,3,22.3,7.3,3,7,42.9,1,3.7,27.3,0.3,0.7,50,1.3,1.7,3,4,2.7,0,2.3,10.3,2024-25
256,Duncan Robinson,MIA,4,17.3,7.3,3,6.3,48,1.3,4,31.3,0,0,0,0,2,2,2.5,0.5,0,1.8,7.3,2024-25
256,Garrison Mathews,ATL,4,16.3,7.3,2.5,8,31.3,2.3,6.8,33.3,0,0,0,0,0.5,0.5,1,1,0,0.5,3.8,2024-25
256,Lonnie Walker IV,BOS,4,16.5,7.3,3,7,42.9,1.3,4,31.3,0,0,0,0.3,1.3,1.5,2.5,0.5,0.3,0.5,7.5,2024-25
256,Patrick Williams,CHI,4,19.5,7.3,3,7.8,38.7,1,3.8,26.7,0.3,0.5,50,0.5,3.8,4.3,1.5,0.5,0.3,2,6.8,2024-25
256,Terry Rozier,MIA,4,19.8,7.3,3.3,9.5,34.2,0.5,3.8,13.3,0.3,0.5,50,1.3,2.5,3.8,3.3,0.5,1,1.3,8,2024-25
261,Brandon Clarke,MEM,4,16.5,7,3,6.3,48,0.8,2.3,33.3,0.3,1.3,20,0.5,1.3,1.8,2,1,0.5,0.5,7.5,2024-25
261,Caleb Martin,PHI,5,19.6,7,2,5.6,35.7,0.8,2,40,2.2,2.2,100,1,1.6,2.6,1.2,0,0.6,1.4,6.4,2024-25
261,Charles Bassey,SAS,2,12,7,3.5,5,70,0,0,0,0,0,0,1,3.5,4.5,0.5,0,0.5,1,10,2024-25
261,Chris Paul,SAS,3,25,7,2.7,6,44.4,1.7,3.3,50,0,0,0,0.3,2,2.3,5.3,1,0,2.7,9.7,2024-25
261,Cole Anthony,ORL,3,12.7,7,2,6.3,31.6,0.7,3.7,18.2,2.3,2.3,100,0,1.7,1.7,1.7,1.3,0,2,5.3,2024-25
261,Daishen Nix,MIN,4,12.5,7,2.3,5,45,0.8,2,37.5,1.8,3.5,50,0.5,1,1.5,1.3,0.8,0,1,5,2024-25
261,Drew Eubanks,UTA,4,16,7,2.3,3,75,0,0,0,2.5,3,83.3,1,3.5,4.5,0.3,0.5,1,0.5,11.5,2024-25
261,Goga Bitadze,ORL,3,14.3,7,3.3,5.7,58.8,0.3,0.7,50,0,0.7,0,3.3,5.7,9,0.3,0,2,0.3,15,2024-25
261,Grayson Allen,PHX,1,21,7,2,7,28.6,1,4,25,2,2,100,0,2,2,1,1,0,3,3,2024-25
261,Isaiah Hartenstein,OKC,3,18,7,2.7,5,53.3,0,0.3,0,1.7,3.7,45.5,2,4.7,6.7,4.3,1,1,2.3,13.3,2024-25
261,JD Davison,BOS,5,13.2,7,2,4.4,45.5,1.2,2.8,42.9,1.8,2.2,81.8,0.2,1.2,1.4,2.4,0.8,0.6,1.2,8.2,2024-25
261,Jaylon Tyson,CLE,4,16,7,2.3,4.3,52.9,0.3,1,25,2.3,2.5,90,0.8,3.5,4.3,1.3,0.5,0.5,2.3,9,2024-25
261,Kenneth Lofton Jr.,CHI,1,15,7,1,3,33.3,1,3,33.3,4,4,100,1,7,8,2,1,0,2,14,2024-25
261,Klay Thompson,DAL,3,19,7,2.3,9.7,24.1,2,6,33.3,0.3,0.7,50,0.3,2.7,3,2,0,0.3,1.7,3,2024-25
261,Larry Nance Jr.,ATL,3,19.7,7,2.7,5,53.3,0.7,2,33.3,1,2.3,42.9,2.7,3,5.7,2,1.3,0,1,11.3,2024-25
261,Moussa Diabate,CHA,5,18.2,7,2.8,4,70,0,0,0,1.4,2.8,50,2,3,5,1.4,1.4,0.8,1,12,2024-25
261,Nick Richards,CHA,5,17.8,7,2.6,4.2,61.9,0,0,0,1.8,2,90,2.4,4.6,7,0.2,0.2,1.2,1.8,12,2024-25
261,Nikola Jović,MIA,5,18.2,7,2.4,5.6,42.9,1,3.4,29.4,1.2,1.2,100,0,2,2,2.4,1,0.2,0.8,8.6,2024-25
261,Pelle Larsson,MIA,5,15.6,7,2.2,6.2,35.5,1,2.6,38.5,1.6,1.6,100,0.6,1.2,1.8,2,0.8,0,1,6.6,2024-25
261,Tari Eason,HOU,2,14.5,7,3,6,50,0.5,2.5,20,0.5,1,50,0.5,4.5,5,1.5,0.5,0,2,8.5,2024-25
261,Tre Jones,SAS,4,20.5,7,2.8,4.3,64.7,0.3,1,25,1.3,1.8,71.4,0.5,2.5,3,5.3,1.5,0,0.5,14.3,2024-25
261,Walker Kessler,UTA,6,22.3,7,3.2,4.2,76,0,0,0,0.7,2,33.3,2.5,6.5,9,1.5,0.3,1.8,1.7,15.7,2024-25
261,Wendell Carter Jr.,ORL,2,20.5,7,3.5,5.5,63.6,0,2,0,0,0,0,1.5,5,6.5,1,0.5,0.5,0.5,13,2024-25
284,Cody Williams,UTA,6,23.8,6.8,2.2,5.3,40.6,0.7,2.5,26.7,1.8,2.3,78.6,0.7,1.8,2.5,1.7,0.5,0.3,1.2,7,2024-25
285,Isaiah Stewart,DET,5,15,6.8,2.6,4.2,61.9,0.6,1.4,42.9,1,1.2,83.3,0.4,2.2,2.6,1,0.2,0.6,1,8.4,2024-25
285,Jared Butler,WAS,5,14.4,6.8,3,5.6,53.6,0.4,0.8,50,0.4,0.6,66.7,0,0.6,0.6,4.2,0.6,0.2,1.6,8,2024-25
285,Malik Beasley,DET,5,19.8,6.8,2.6,7.4,35.1,1.6,5,32,0,0,0,0,2,2,1.4,1.2,0,0.8,5.8,2024-25
285,Terance Mann,LAC,5,15.2,6.8,2.8,4,70,0.6,1.4,42.9,0.6,1.8,33.3,0.4,2.6,3,0.4,1,0,1,7.8,2024-25
285,Zeke Nnaji,DEN,5,16.8,6.8,2.4,4.4,54.5,1.2,2.2,54.5,0.8,1.2,66.7,0.4,2.4,2.8,0.6,0.8,0.8,0.6,8.8,2024-25
290,Cason Wallace,OKC,4,22.5,6.8,3,7,42.9,0.8,3.3,23.1,0,0,0,1,3.8,4.8,2,1.8,0.3,1,10.5,2024-25
290,Marvin Bagley III,WAS,4,16.3,6.8,2.3,4.8,47.4,0.5,0.5,100,1.8,2.3,77.8,1.5,3.5,5,1.8,0,0.5,1.8,9.3,2024-25
290,Nickeil Alexander-Walker,MIN,4,17.5,6.8,2.3,7,32.1,1,4,25,1.3,1.3,100,1.3,1.3,2.5,1.8,1,0.5,2,5.8,2024-25
290,Xavier Tillman,BOS,4,17.3,6.8,2.3,4.8,47.4,1.5,2.8,54.5,0.8,1,75,1.8,3.5,5.3,1.3,1,0.8,0.3,12,2024-25
294,Alec Burks,MIA,3,16.3,6.7,2.7,4,66.7,1.3,2.3,57.1,0,0,0,0,2,2,1.7,0.7,0.7,0.3,10,2024-25
294,Jaylen Martin,BKN,3,10.7,6.7,3,5,60,0.3,0.7,50,0.3,1,33.3,1.7,1,2.7,1,0,0,0.7,7,2024-25
294,Jose Alvarado,NOP,3,17.7,6.7,3,7.3,40.9,0.7,4.3,15.4,0,0,0,0.7,2,2.7,3,1.7,0.7,3,7.3,2024-25
294,Jrue Holiday,BOS,3,16,6.7,3,5.7,52.9,0.7,2.7,25,0,0,0,0.7,1.3,2,0.7,1,0.3,0.7,7.3,2024-25
294,Taylor Hendricks,UTA,6,25.7,6.7,2.5,6.3,39.5,1,3.8,26.1,0.7,0.8,80,1,3.2,4.2,1,0.7,0.8,1.3,8,2024-25
294,Trayce Jackson-Davis,GSW,6,21.2,6.7,3,4.3,69.2,0,0,0,0.7,1.2,57.1,1.7,4.5,6.2,2.7,0.3,1.7,1.2,14.5,2024-25
300,Aaron Estrada,DET,2,8,6.5,2,4,50,0.5,1.5,33.3,2,2,100,0,0,0,1,1,0,0,6.5,2024-25
300,Jermaine Samuels Jr.,HOU,2,9,6.5,1,2.5,40,1,2,50,3.5,4,87.5,1,0.5,1.5,0.5,0,0,1,5.5,2024-25
300,Jonas Valančiūnas,WAS,4,18,6.5,2,4.5,44.4,0,0.5,0,2.5,3.5,71.4,1.5,4,5.5,1.5,0,0.5,2.8,7.8,2024-25
300,Nate Darling,LAC,2,13.5,6.5,2.5,5.5,45.5,1.5,4,37.5,0,0,0,0.5,0.5,1,0.5,0.5,0,0.5,5,2024-25
300,Reed Sheppard,HOU,4,21.3,6.5,3,6.8,44.4,0.5,2.8,18.2,0,0.3,0,1.3,1.8,3,2.5,1,1,1.3,8.8,2024-25
305,Gabe Vincent,LAL,5,14,6.4,2.4,5.6,42.9,1.2,3.2,37.5,0.4,0.4,100,0,0.6,0.6,1,0.2,0,1,4,2024-25
305,Jamison Battle,TOR,5,9.8,6.4,2.4,4.4,54.5,1.6,2.8,57.1,0,0,0,0.8,0.2,1,1,0.2,0,0,6.6,2024-25
305,Kobe Brown,LAC,5,20.4,6.4,2.6,5,52,0.6,2.2,27.3,0.6,0.6,100,1.6,4.4,6,2.2,1.2,0.2,1.2,12.4,2024-25
308,Brook Lopez,MIL,3,18,6.3,2.3,4,58.3,1.3,3,44.4,0.3,0.3,100,0.3,2.7,3,1,0.7,2,0.7,10.7,2024-25
308,Dalen Terry,CHI,3,21.3,6.3,2.3,6,38.9,0.3,2.3,14.3,1.3,2.7,50,1,3.3,4.3,4.3,1.3,1,2,10.3,2024-25
308,Josh Okogie,PHX,3,14.3,6.3,2.7,6,44.4,0.7,2,33.3,0.3,0.7,50,0.3,2,2.3,1.3,1,0,1,6.3,2024-25
311,Pat Connaughton,MIL,4,16.3,6.3,2.5,4.8,52.6,1.3,3,41.7,0,0,0,0,2.5,2.5,2.5,0.5,0,0.3,9.3,2024-25
311,Seth Curry,CHA,4,14.3,6.3,2.3,4.3,52.9,1.8,3.3,53.8,0,0,0,0,1.5,1.5,1.8,0.5,0,0.3,7.8,2024-25
311,Sidy Cissoko,SAS,4,17,6.3,2.5,3.3,76.9,0.5,1,50,0.8,2,37.5,0.5,2.8,3.3,1.3,0,0.5,1.3,8,2024-25
311,Spencer Dinwiddie,DAL,4,17.8,6.3,2,6.8,29.6,0.8,2.8,27.3,1.5,2.3,66.7,0,1,1,1.5,1.3,0,1.8,2.8,2024-25
311,Wendell Moore Jr.,DET,4,12.3,6.3,2,3.3,61.5,0.8,1,75,1.5,1.5,100,0.5,2.8,3.3,0.5,0.8,0.5,0.5,9.5,2024-25
316,Draymond Green,GSW,5,17.2,6.2,2.2,4,55,0.6,1.6,37.5,1.2,1.4,85.7,0.6,3.2,3.8,3,0.4,0.6,1.8,10.2,2024-25
316,Patrick Baldwin Jr.,WAS,5,14,6.2,2.4,4.6,52.2,1,2.8,35.7,0.4,1.2,33.3,0.4,1.6,2,0.6,1.2,0.6,1,6.6,2024-25
318,Aaron Holiday,HOU,4,9.5,6,1.8,4,43.8,0.5,2.3,22.2,2,3,66.7,0,1.3,1.3,0.5,0.5,0,0.8,4.3,2024-25
318,Bogdan Bogdanović,ATL,1,19,6,2,11,18.2,2,8,25,0,0,0,0,2,2,2,0,1,1,1,2024-25
318,Duane Washington Jr.,CHA,2,10,6,2.5,6.5,38.5,0.5,2,25,0.5,2.5,20,0,0,0,0.5,0,0,1.5,-1,2024-25
318,Duop Reath,POR,4,14,6,2.3,6.5,34.6,1.5,4.3,35.3,0,0.5,0,0.5,2,2.5,0.8,1.3,0.3,1,5,2024-25
318,Gary Harris,ORL,2,15,6,2,2.5,80,1.5,1.5,100,0.5,1,50,0,0.5,0.5,0.5,0.5,0,0.5,6,2024-25
318,Jahmir Young,DEN,2,11,6,2.5,3.5,71.4,0,0.5,0,1,2,50,0,1,1,2,0,0,1.5,5.5,2024-25
318,Jamal Cain,NOP,3,11.7,6,2.3,4.7,50,0.3,1.3,25,1,1.7,60,1,2.7,3.7,0,0,1,1.3,6.3,2024-25
318,Miles Norris,MEM,1,6,6,2,2,100,2,2,100,0,0,0,1,1,2,1,1,0,1,9,2024-25
318,Sam Merrill,CLE,2,15,6,1.5,6.5,23.1,1.5,6.5,23.1,1.5,1.5,100,0,2,2,1,0,0,0.5,3.5,2024-25
318,Terrence Shannon Jr.,MIN,5,17.4,6,1.8,5.4,33.3,0,2,0,2.4,2.8,85.7,0.2,2.2,2.4,2.2,0.4,0,1.2,5.8,2024-25
328,Jaxson Hayes,LAL,6,20,5.8,2.5,4.5,55.6,0,0,0,0.8,1.8,45.5,2.3,3.7,6,1.8,0.7,1,0.7,11.7,2024-25
328,Jeff Dowtin Jr.,PHI,6,15,5.8,2.3,5.3,43.8,0.5,2.2,23.1,0.7,1.5,44.4,0.5,1.5,2,3,0.8,0,0.7,7.2,2024-25
330,Alex Ducas,OKC,5,16,5.8,2.2,5.6,39.3,1,3.6,27.8,0.4,0.8,50,0,1.6,1.6,0.6,0.4,0.4,0.8,4.2,2024-25
330,Bruno Fernando,TOR,5,14,5.8,2.4,4.6,52.2,0,0.2,0,1,1.2,83.3,1.6,3.4,5,0.8,1,0.4,1.6,9,2024-25
330,John Konchar,MEM,5,21.8,5.8,1.8,4.4,40.9,0.6,2.6,23.1,1.6,1.8,88.9,2.2,2.8,5,2,1,1,0.8,11.2,2024-25
330,Lester Quinones,PHI,5,13.6,5.8,2,6,33.3,1.2,4,30,0.6,0.8,75,0.6,1.8,2.4,0.6,0.8,0.2,0.6,5,2024-25
330,Neemias Queta,BOS,5,14.8,5.8,2,3.4,58.8,0,0.2,0,1.8,2,90,1.4,4.4,5.8,2,0.2,0.8,1,12,2024-25
335,Charlie Brown Jr.,CHA,4,13,5.8,2,3.8,53.3,0.8,2.5,30,1,1,100,0.3,1,1.3,1,1.5,0.3,0.5,7.5,2024-25
335,Tristen Newton,IND,4,14.8,5.8,1.5,4.5,33.3,1,2.8,36.4,1.8,2.8,63.6,0.5,1.8,2.3,3.5,1.5,0,2.5,6.5,2024-25
337,Aaron Nesmith,IND,3,16.7,5.7,2,5.3,37.5,1,2.7,37.5,0.7,0.7,100,0.3,1.3,1.7,1,0.3,0.7,0.7,5.3,2024-25
337,Ben Simmons,BKN,3,17.3,5.7,2.7,4.7,57.1,0,0,0,0.3,0.7,50,1.3,3.7,5,3.7,0.3,0.3,1,11.7,2024-25
337,Daniel Theis,NOP,3,17.7,5.7,2.3,4.3,53.8,0.3,1,33.3,0.7,0.7,100,1.3,0.3,1.7,0.7,0.7,0.3,1.3,5.7,2024-25
337,T.J. Warren,NYK,3,10,5.7,1.7,2.7,62.5,0.3,1.3,25,2,2,100,1,1.7,2.7,0.7,0,0,0.3,7.7,2024-25
337,Tristan da Silva,ORL,3,14.3,5.7,2,4.3,46.2,0.7,2,33.3,1,1.3,75,0.7,1.7,2.3,0.7,0,0.3,0.3,6,2024-25
342,Oso Ighodaro,PHX,5,24.4,5.6,2.8,5,56,0,0.2,0,0,0,0,1.2,2.8,4,2.6,0.4,1.2,1.6,10,2024-25
343,Craig Porter Jr.,CLE,4,13.3,5.5,2,5,40,0.8,1.8,42.9,0.8,1,75,0.8,1,1.8,2.3,0.3,0.5,1.5,5.5,2024-25
343,Elijah Harkless,LAC,2,10.5,5.5,2.5,5,50,0.5,2,25,0,0,0,0,1.5,1.5,0.5,1,0.5,0,6.5,2024-25
343,JT Thor,CLE,4,10.3,5.5,1.5,3.5,42.9,0.3,0.8,33.3,2.3,3,75,1.3,1.3,2.5,0.5,0.5,0.5,0,6.8,2024-25
343,Jarrett Culver,ORL,2,9,5.5,2,4,50,0.5,1,50,1,1,100,1.5,1.5,3,0,0,0.5,0.5,6.5,2024-25
343,Justin Champagnie,WAS,4,14.5,5.5,1.8,3.8,46.7,0.3,1.3,20,1.8,2.3,77.8,0.8,1.8,2.5,0,0,0.8,1.3,5,2024-25
343,Taylor Funk,WAS,2,9.5,5.5,2,5.5,36.4,1.5,5,30,0,0,0,1,1.5,2.5,1,0,0,0.5,5,2024-25
343,Zyon Pullin,MIA,2,16.5,5.5,2,4.5,44.4,0.5,2,25,1,1.5,66.7,0.5,2.5,3,2,1,0,1,7.5,2024-25
350,Alex Len,SAC,5,16.2,5.4,2.2,4.2,52.4,0.2,0.4,50,0.8,1.2,66.7,1.8,4.2,6,1.4,0.2,0.4,1.6,9.4,2024-25
350,Daniss Jenkins,DET,5,13,5.4,2.2,6.4,34.4,1,2.8,35.7,0,0.2,0,0.4,2.2,2.6,1.6,0.8,0.2,1.4,4.8,2024-25
350,Thomas Bryant,MIA,5,10.2,5.4,2.4,4.6,52.2,0.2,2,10,0.4,0.4,100,0.6,1.8,2.4,0.6,0.6,0.2,1,6,2024-25
350,Trey Alexander,DEN,5,14.2,5.4,1.6,5.2,30.8,0.4,1.6,25,1.8,2.2,81.8,0.4,2.4,2.8,2.4,1,0,1.6,6,2024-25
354,Ryan Rollins,MIL,3,10.3,5.3,2,4.7,42.9,1.3,2.7,50,0,0,0,0.3,2,2.3,1.7,0.3,0.3,1.3,6,2024-25
354,Yves Missi,NOP,3,16.7,5.3,2,2.7,75,0,0,0,1.3,2.3,57.1,1,2,3,0.7,1,2,1,9.3,2024-25
356,AJ Johnson,MIL,4,23.5,5.3,2,11.5,17.4,0.8,3.5,21.4,0.5,0.8,66.7,1,2,3,4.3,0,0,2.8,0,2024-25
356,Anžejs Pasečņiks,MIL,4,13.3,5.3,2.5,4.3,58.8,0,0,0,0.3,0.8,33.3,1,3,4,1.3,1,0,1.3,8,2024-25
356,Leonard Miller,MIN,4,12.3,5.3,2,4,50,0.5,1.5,33.3,0.8,0.8,100,0.5,4,4.5,0.8,0.5,0.5,0.8,8.8,2024-25
359,Johnny Davis,WAS,5,14,5.2,1.6,3.8,42.1,0.2,1,20,1.8,3.2,56.3,0.6,1,1.6,1.6,0.6,0.2,0.4,5.2,2024-25
360,Cody Martin,CHA,1,8,5,2,3,66.7,1,2,50,0,1,0,3,1,4,0,0,1,1,7,2024-25
360,Cormac Ryan,OKC,3,10.3,5,2,4,50,1,2,50,0,0,0,0,0.7,0.7,1,0.3,0,0,5,2024-25
360,Emanuel Miller,DAL,3,9.3,5,2,2.7,75,0,0.3,0,1,1,100,0,1.3,1.3,0.3,0,0.7,0,6.7,2024-25
360,Eric Gordon,PHI,5,12.6,5,1.8,5,36,1.2,2.8,42.9,0.2,0.2,100,0.2,0.6,0.8,0.4,0.4,0.2,0.4,3.2,2024-25
360,Keita Bates-Diop,MIN,2,12.5,5,2,4.5,44.4,1,2,50,0,0,0,1,1.5,2.5,0,0,0,1.5,3.5,2024-25
360,Keshad Johnson,MIA,4,14.8,5,2.3,4.8,47.4,0.5,2.3,22.2,0,0.3,0,0.5,1.5,2,0.8,1,0.5,1,5.5,2024-25
360,Kevon Looney,GSW,6,14.2,5,2.2,3.5,61.9,0,0.2,0,0.7,0.8,80,0.7,3,3.7,2.3,1,1,0.5,11,2024-25
360,Keyontae Johnson,CHA,5,15.6,5,2,5,40,0.4,1.6,25,0.6,0.6,100,1.4,1.4,2.8,0.8,0.6,0,0.4,5.8,2024-25
360,Luguentz Dort,OKC,3,19,5,2,4.3,46.2,0.3,1.7,20,0.7,0.7,100,0.3,2.3,2.7,1.7,0.7,1,0.7,8,2024-25
360,Malevy Leons,OKC,4,13.5,5,2.3,3.3,69.2,0,0.3,0,0.5,0.5,100,2,1.8,3.8,0.8,1.5,0.3,0.3,10,2024-25
360,Marcus Smart,MEM,3,20.3,5,1,3,33.3,0.3,1.3,25,2.7,3,88.9,0.3,0.7,1,3.3,1.3,0.3,2.3,6.3,2024-25
360,Micah Potter,UTA,1,10,5,2,3,66.7,1,2,50,0,0,0,0,2,2,1,0,0,1,6,2024-25
360,Torrey Craig,CHI,3,16,5,2,5,40,1,3.3,30,0,0,0,0.7,1.3,2,0.3,0.3,0,1,3.7,2024-25
360,Vít Krejčí,ATL,4,23.3,5,2,4.8,42.1,1,3.3,30.8,0,0,0,0.8,1.8,2.5,3.5,1,0.3,2,7.5,2024-25
360,Zhaire Smith,CLE,1,4,5,2,2,100,0,0,0,1,2,50,0,0,0,0,1,0,0,5,2024-25
375,Justin Edwards,PHI,6,13.2,4.8,1.8,4.5,40.7,0.2,2.2,7.7,1,1.2,85.7,0.2,2,2.2,0.5,0.5,0,0.7,4.5,2024-25
376,Bol Bol,PHX,5,16.6,4.8,1.8,4.4,40.9,1,2.4,41.7,0.2,1,20,0.4,4.8,5.2,1.2,0,0.2,0.8,7.2,2024-25
376,Dru Smith,MIA,5,13.6,4.8,1.2,3.6,33.3,0.8,2.2,36.4,1.6,2,80,0.2,1.8,2,3,0.8,0.2,0.6,7.4,2024-25
376,Kyle Filipowski,UTA,5,13.2,4.8,1.8,4.2,42.9,0.6,2.2,27.3,0.6,0.8,75,1.2,3.2,4.4,1.8,0.4,0.6,1.6,7.8,2024-25
376,Reggie Jackson,PHI,5,9.6,4.8,1.8,4.2,42.9,0.8,2.4,33.3,0.4,0.4,100,0.2,0.8,1,2,0.2,0.2,0.4,5.4,2024-25
380,Alex Caruso,OKC,4,16.5,4.8,2,3.8,53.3,0.3,1.5,16.7,0.5,0.8,66.7,0,1.8,1.8,2.3,0.8,0.8,0.5,7.8,2024-25
380,Frank Kaminsky,PHX,4,9.8,4.8,1.5,3.5,42.9,0.8,2.5,30,1,1,100,0.3,2.8,3,0.5,0.3,0.3,0,6.8,2024-25
380,Jevon Carter,CHI,4,11.3,4.8,1.8,4.3,41.2,0.5,2.3,22.2,0.8,1,75,0,0.8,0.8,0.8,0.8,0.3,0.5,4,2024-25
380,Kevin Love,MIA,4,7.5,4.8,1.8,3.5,50,1.3,2.8,45.5,0,0,0,0.8,0.3,1,0.5,0,0,0.5,4,2024-25
380,Tyrese Martin,BKN,4,12,4.8,2,4,50,0.8,2.3,33.3,0,0.3,0,0.5,1.3,1.8,1,0.8,0.5,0.8,5.8,2024-25
385,Grant Williams,CHA,3,16.7,4.7,1.3,4.3,30.8,0.7,2.7,25,1.3,2.3,57.1,0.3,1.7,2,1.3,0.7,1,0.3,5.3,2024-25
385,Herbert Jones,NOP,3,21.7,4.7,1.7,5,33.3,1,3.3,30,0.3,0.7,50,0.7,2.3,3,1.3,1.7,0,1.3,5.7,2024-25
385,Kyle Anderson,GSW,6,17,4.7,1.5,3.7,40.9,1,1.8,54.5,0.7,0.7,100,0,2.7,2.7,2.5,0.7,0.2,1,7.5,2024-25
385,Luke Kennard,MEM,3,14.3,4.7,1.7,5,33.3,1.3,4,33.3,0,0,0,0.7,1.3,2,1.7,0,0,0.3,4.7,2024-25
389,KJ Simpson,CHA,5,16.2,4.6,1,4.4,22.7,0.4,2.4,16.7,2.2,2.6,84.6,0,2.4,2.4,2,0.4,0.4,2,4,2024-25
389,Mason Plumlee,PHX,5,15.8,4.6,1.6,3.2,50,0,0,0,1.4,2,70,1.4,3.8,5.2,1.8,0.6,0.2,1.4,8.8,2024-25
391,Jalen Hood-Schifino,LAL,6,19.8,4.5,2,7,28.6,0.2,1.7,10,0.3,0.5,66.7,0.7,1.8,2.5,3.8,0.5,0.2,2.2,4.2,2024-25
391,Tyler Smith,MIL,4,14,4.5,1.5,6.3,24,0.8,3.5,21.4,0.8,1,75,1.3,4.5,5.8,0,0.5,0.5,0.8,5.5,2024-25
393,D.J. Carton,TOR,5,12.6,4.4,1.4,4,35,0.2,1.4,14.3,1.4,1.6,87.5,0.6,1.4,2,2,0.6,0,0.6,5.6,2024-25
394,Isaac Okoro,CLE,3,18,4.3,1.7,5.3,31.3,0.7,2.3,28.6,0.3,1.3,25,0.3,1,1.3,1.3,1,0,0.7,2.7,2024-25
394,Mike Conley,MIN,3,13,4.3,1.7,4.3,38.5,1,3.3,30,0,0,0,0.3,1.3,1.7,1.7,0,0,0.7,4.3,2024-25
396,Armel Traore,LAL,4,13,4.3,1.8,4,43.8,0,1.3,0,0.8,1.3,60,1.3,3,4.3,0.3,0.5,0.8,0.8,6.5,2024-25
396,Jules Bernard,CLE,4,8.5,4.3,1.3,4.5,27.8,0.8,3,25,1,1,100,0.3,1,1.3,0.3,0,0,0.8,1.8,2024-25
396,MarJon Beauchamp,MIL,4,13,4.3,1.8,4.5,38.9,0,1,0,0.8,1.3,60,0.5,1,1.5,1.5,1,0.8,0.8,5,2024-25
396,Vasilije Micić,CHA,4,14.8,4.3,1.8,4.3,41.2,0.3,1.5,16.7,0.5,0.5,100,0,1.8,1.8,3,0,0,3.5,3,2024-25
400,Chris Duarte,CHI,5,11,4.2,1.4,4.8,29.2,0.8,3.4,23.5,0.6,0.8,75,0.2,1.8,2,0.8,0.4,0.8,1.4,3.2,2024-25
400,Hunter Tyson,DEN,5,18.2,4.2,1.4,5,28,0.6,3.2,18.8,0.8,1.6,50,1.8,3,4.8,1.2,0.2,0,0.8,5.2,2024-25
400,Tristan Vukcevic,WAS,5,7,4.2,1.6,2.8,57.1,0.2,1,20,0.8,1,80,0,0.8,0.8,0.2,0,0.4,0.6,3.6,2024-25
403,Bronny James,LAL,6,16.2,4.2,1.8,6.2,29.7,0.2,2,8.3,0.3,0.7,50,0.5,1.2,1.7,0.3,0.5,0.8,1.2,1.7,2024-25
404,A.J. Lawson,DAL,3,11.7,4,1.3,3,44.4,0.3,1.3,25,1,1.7,60,0,2,2,1,0,0,0.3,4.3,2024-25
404,Alondes Williams,DET,5,11.8,4,1.6,4,40,0.2,2,10,0.6,0.8,75,1,1.4,2.4,3.2,0.6,0,1,6.6,2024-25
404,Ariel Hukporti,NYK,4,12.3,4,1.8,2.8,63.6,0,0,0,0.5,2,25,0.8,2.5,3.3,0.3,0.8,0.5,0.8,5.5,2024-25
404,DeAndre Jordan,DEN,2,14.5,4,1.5,2.5,60,0,0,0,1,3,33.3,2,4.5,6.5,1,0,0,0.5,8,2024-25
404,E.J. Liddell,CHI,2,15,4,1,3.5,28.6,0.5,2.5,20,1.5,2,75,1.5,2.5,4,0.5,0.5,0.5,0.5,6,2024-25
404,Isaac Jones,SAC,5,12.4,4,1.6,4,40,0,1.4,0,0.8,0.8,100,1.2,1.2,2.4,1.4,0.4,0.4,0.6,5.6,2024-25
404,Isaiah Collier,UTA,4,16.8,4,1,3.8,26.7,0.3,1.3,20,1.8,1.8,100,0,0.3,0.3,4.3,1.8,0,3.3,4.3,2024-25
404,Jackson Rowe,GSW,2,6.5,4,1.5,3,50,0,1.5,0,1,1,100,1.5,1.5,3,1,0,0.5,0,7,2024-25
404,Jaden Springer,BOS,3,14,4,1,3,33.3,1,2,50,1,1.3,75,0.7,0,0.7,1.7,0.3,0,0.7,3.7,2024-25
404,Javonte Green,NOP,3,18.7,4,1.3,3,44.4,0.3,0.7,50,1,1.3,75,0.7,4,4.7,1.7,0.7,0.7,0.7,9,2024-25
404,Jaylen Clark,MIN,4,11,4,1.8,4,43.8,0.5,1.5,33.3,0,0.5,0,0.8,1.3,2,0.5,1.5,0,0.5,4.8,2024-25
404,Jeff Green,HOU,2,13,4,1.5,4,37.5,1,3,33.3,0,0,0,0,3.5,3.5,1,1,0,0.5,6.5,2024-25
404,Jeremiah Robinson-Earl,NOP,3,16,4,1.7,5.7,29.4,0.7,3.7,18.2,0,0,0,0.7,2.3,3,0.3,0.3,0,0.7,3,2024-25
404,Jonathan Isaac,ORL,2,7.5,4,1.5,2,75,1,1,100,0,0,0,0,1,1,0,0.5,1.5,0.5,6,2024-25
404,Kylor Kelley,LAL,1,6,4,2,3,66.7,0,1,0,0,0,0,0,0,0,1,0,0,1,3,2024-25
404,Lamar Stevens,DET,3,13,4,1.7,3.3,50,0.3,0.7,50,0.3,1.3,25,1,2.3,3.3,1.3,0.7,1,1,6.7,2024-25
